class_id,seed,set_id,left,right,selected_left,selected_right,absolute_difference,helped,hurt
301,82,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.015654077588706627,False,True
345,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.7548438759282876,True,False
345,79,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.022213948648314375,True,False
345,79,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.024312330556256243,True,False
345,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,0.11924035051373488,False,True
345,80,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.0028237730477513948,False,True
345,81,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage15_w4,-0.1919243274865145,True,False
345,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.5883217198257285,True,False
345,81,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.007792187465426533,True,False
345,81,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.05853859797365145,True,False
345,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,0.07495892892711353,False,True
345,82,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.02688838551387107,False,True
384,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,0.007693294577766463,False,True
384,79,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.016299836045561733,True,False
384,79,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.019368207543383417,True,False
384,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.3386806913680402,True,False
384,80,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.0023136638123268938,True,False
384,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.1653210659372916,True,False
384,81,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.019893606942730464,False,True
384,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,0.5279563083001337,False,True
384,82,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.0147287028679699,False,True
462,79,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage15_w4,0.9851420268625477,False,True
462,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.6518285291257941,True,False
462,79,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,0.0265740462867008,False,True
462,79,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.026266220974036976,False,True
462,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.5102369044479823,True,False
462,80,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.020424106418591492,True,False
462,81,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,-0.23807898602370517,True,False
462,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,10.17053088827426,False,True
462,81,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.009908340501905144,True,False
462,81,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.0383808951960418,False,True
462,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.9067171472428299,True,False
462,82,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.12016563225691357,True,False
511,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,0.040187047179230606,False,True
511,79,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,0.577361785202072,False,True
511,79,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.05541245288253551,False,True
511,80,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,-0.2653740473206909,True,False
511,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,1.2953712950404674,False,True
511,80,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.02435682142051121,True,False
511,80,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.039295116869947584,False,True
511,81,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,-0.680440715423984,True,False
511,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.38544762513959085,True,False
511,81,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.005295505022331788,True,False
511,81,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.009967887358186538,True,False
511,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.12113888272953943,True,False
511,82,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.021289230814375074,False,True
568,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,0.02517840627821505,False,True
568,79,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.028656284309818154,True,False
568,80,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage15_w4,0.47294418894695045,False,True
568,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.39138698143241524,True,False
568,80,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.0647517322609019,True,False
568,81,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage15_w4,0.23622342956520012,False,True
568,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.17919951988090696,True,False
568,81,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,0.0028090310527204634,False,True
568,81,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.014270690126579662,True,False
568,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,3.020981883014599,False,True
568,82,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.2536107929746975,False,True
679,79,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,5.59857749839296,False,True
679,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,8.76392101464029,False,True
679,79,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,2.2640375049313524,False,True
679,79,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.2572143603424592,False,True
679,80,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage15_w4,-0.9632182249443169,True,False
679,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-1.5826517132198885,True,False
679,80,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.12755150427324227,True,False
679,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,0.08072546813804138,False,True
679,81,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,0.07328541702690929,False,True
679,81,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.024170927830198252,True,False
679,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,2.471302335264795,False,True
679,82,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.010771916954148246,True,False
712,79,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,0.044172009165606596,False,True
712,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,1.833407624976573,False,True
712,79,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.03881245265711186,True,False
712,79,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.03246678959823156,True,False
712,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.37101567465703056,True,False
712,80,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.04352403226755186,True,False
712,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.66831259574062,True,False
712,81,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,0.025324734482605755,False,True
712,81,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.03819792654669743,False,True
712,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,1.0981034045078104,False,True
712,82,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.034931508804675104,False,True
780,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.42689466310493174,True,False
780,79,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.010252999725366866,True,False
780,80,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage15_w4,-0.8441270679809918,True,False
780,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-2.9701772721567177,True,False
780,80,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.09421451641856039,True,False
780,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,0.2152608096987479,False,True
780,81,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,0.008352461881312227,False,True
780,81,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.16493956672934473,False,True
780,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.1999252157467595,True,False
780,82,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.025474626505964437,True,False
780,82,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.026223767050197466,True,False
870,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.60117819968616,True,False
870,79,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.04966059569680682,True,False
870,79,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.14709912576722672,True,False
870,80,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage15_w4,-0.19428626960483086,True,False
870,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.849609569133964,True,False
870,80,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage10_w6,mlp_up_gate_all_blocks_stage15_w6,-0.022863779235024136,True,False
870,80,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.03900109882125946,True,False
870,81,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,-0.6258738320557314,True,False
870,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.6693487733336951,True,False
870,81,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,0.0215022672291525,False,True
870,81,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.09900345182813906,False,True
870,82,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,-2.1035272921074153,True,False
870,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.012900385569637018,True,False
870,82,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,0.1201768583923695,False,True
870,82,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.12513182774455345,False,True
888,79,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,1.0282385812698183,False,True
888,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,5.339512851842358,False,True
888,79,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,0.22749623556438797,False,True
888,79,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.0211866610397351,False,True
888,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,5.84322444321576,False,True
888,80,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.054239788687890936,True,False
888,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,0.1884543487285556,False,True
888,81,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.0016076310719910225,True,False
888,81,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.06045872376375884,True,False
888,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,22.446279263957294,False,True
888,82,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.20710712799147754,False,True
975,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,18.411051776122804,False,True
975,79,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.6597996635846357,False,True
975,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,2.4354234454364696,False,True
975,80,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,0.3739187026877175,False,True
975,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.17287296852737194,True,False
975,81,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.01629593302914145,True,False
975,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,0.41061854899783157,False,True
975,82,primary_da06c09aa41a,stage_only,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,-0.02196624854974516,True,False
19,79,primary_52112c337d08,aligned_actual_source,constant,attention_output_all_blocks_stage4_w6,attention_output_all_blocks_stage15_w6,0.0007670826726666746,False,True
19,79,primary_d82bcfdaeedc,aligned_actual_source,constant,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.008799948805005894,True,False
19,79,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.06649978278773006,False,True
19,81,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,-0.5810441569715294,True,False
19,82,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-0.02208407545549565,True,False
85,79,primary_d82bcfdaeedc,aligned_actual_source,constant,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,0.01059591510032477,False,True
85,79,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,9.454350353621521e-05,False,True
85,80,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-0.0010716763266174073,True,False
85,80,primary_d82bcfdaeedc,aligned_actual_source,constant,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.010105926449966773,True,False
85,81,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,0.20166889354362633,False,True
85,82,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-1.4858487449220978,True,False
85,82,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,-0.001292604890295479,True,False
131,79,primary_52112c337d08,aligned_actual_source,constant,attention_output_all_blocks_stage4_w6,attention_output_all_blocks_stage15_w6,0.009563111837451286,False,True
131,79,primary_d82bcfdaeedc,aligned_actual_source,constant,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,0.03810912699282198,False,True
131,80,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,0.15481966962984473,False,True
131,81,primary_d82bcfdaeedc,aligned_actual_source,constant,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.025989785825061062,True,False
131,82,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,0.2132745979447499,False,True
131,82,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.02137730303678609,False,True
224,79,primary_d82bcfdaeedc,aligned_actual_source,constant,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.0009179913199091026,True,False
224,79,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.009195865268566188,False,True
224,80,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,0.11070570637878062,False,True
224,81,primary_52112c337d08,aligned_actual_source,constant,attention_output_all_blocks_stage4_w6,attention_output_all_blocks_stage15_w6,0.0019054242641374222,False,True
224,81,primary_d82bcfdaeedc,aligned_actual_source,constant,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,0.0070849271178445895,False,True
224,81,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.008592939597519946,False,True
224,82,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-0.002243055188884596,True,False
224,82,primary_d0adb13a6bdf,aligned_actual_source,constant,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-0.5371969369975176,True,False
224,82,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.015170154264922072,False,True
301,79,primary_52112c337d08,aligned_actual_source,constant,attention_output_all_blocks_stage4_w6,attention_output_all_blocks_stage15_w6,0.083511730195994,False,True
301,79,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.01118871860404623,False,True
301,80,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,0.1244421481516298,False,True
301,81,primary_52112c337d08,aligned_actual_source,constant,attention_output_all_blocks_stage4_w6,attention_output_all_blocks_stage15_w6,0.7670506094364526,False,True
301,81,primary_d82bcfdaeedc,aligned_actual_source,constant,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,1.7436878283908044,False,True
301,82,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-1.9733015090159252,True,False
301,82,primary_d0adb13a6bdf,aligned_actual_source,constant,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-1.9668856402270265,True,False
301,82,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,-0.015654077588706627,True,False
345,79,primary_52112c337d08,aligned_actual_source,constant,attention_output_all_blocks_stage4_w6,attention_output_all_blocks_stage15_w6,0.0013217372152780592,False,True
345,79,primary_d82bcfdaeedc,aligned_actual_source,constant,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.022213948648314375,True,False
345,80,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-0.03394659566669135,True,False
345,82,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,-0.02688838551387107,True,False
384,79,primary_d82bcfdaeedc,aligned_actual_source,constant,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,-0.016299836045561733,True,False
384,79,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.019368207543383417,False,True
