family,class_id,seed,set_id,left,right,left_selected,right_selected,decision_changed,absolute_difference,normalized_difference,estimand,unit,source_observations_sha256
primary,780,82,primary_59152023723c,candidate_B,latest_stage,qkv_all_blocks_stage15_w4,qkv_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_5e743138a0d1,candidate_B,latest_stage,adaln_modulation_projection_all_blocks_stage15_w6,adaln_modulation_projection_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_6c830b5fb730,candidate_B,latest_stage,input_patch_projection_stage15_w6,input_patch_projection_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_705fa28644fa,candidate_B,latest_stage,output_conditioning_projection_stage15_w6,output_conditioning_projection_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_78aa853a8dcb,candidate_B,latest_stage,output_head_projection_stage15_w4,output_head_projection_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_8748e8c257a6,candidate_B,latest_stage,output_head_projection_stage15_w8,output_head_projection_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_8bc97f489508,candidate_B,latest_stage,output_conditioning_projection_stage15_w8,output_conditioning_projection_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_903cdd7eae0a,candidate_B,latest_stage,attention_output_all_blocks_stage15_w8,attention_output_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_9688e435275c,candidate_B,latest_stage,adaln_modulation_projection_all_blocks_stage15_w4,adaln_modulation_projection_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_98d1f6d8741d,candidate_B,latest_stage,adaln_modulation_projection_all_blocks_stage15_w8,adaln_modulation_projection_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_a8226b7ab73c,candidate_B,latest_stage,adaln_conditioning_all_blocks_stage15_w8,adaln_conditioning_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_abefa8b91ecd,candidate_B,latest_stage,mlp_down_all_blocks_stage15_w4,mlp_down_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_c3b87c54a36d,candidate_B,latest_stage,qkv_all_blocks_stage15_w6,qkv_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_d0adb13a6bdf,candidate_B,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,True,-0.1999252157467595,-0.2011498313573472,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_d82bcfdaeedc,candidate_B,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,True,-0.025474626505964437,-0.6358259867137669,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_da06c09aa41a,candidate_B,latest_stage,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_e3ec35ff3518,candidate_B,latest_stage,input_patch_projection_stage15_w8,input_patch_projection_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_ec9365fcc9ef,candidate_B,latest_stage,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_f52ef9bf6b5e,candidate_B,latest_stage,output_head_projection_stage15_w6,output_head_projection_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,780,82,primary_f948566cda47,candidate_B,latest_stage,mlp_down_all_blocks_stage15_w6,mlp_down_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_019d7c31a48b,candidate_B,latest_stage,mlp_up_gate_all_blocks_stage15_w8,mlp_up_gate_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_39fca70e9e59,candidate_B,latest_stage,input_patch_projection_stage15_w4,input_patch_projection_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_459b032d584a,candidate_B,latest_stage,qkv_all_blocks_stage15_w8,qkv_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_494f26df6416,candidate_B,latest_stage,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,True,0.11159841249838104,0.49024395088706485,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_52112c337d08,candidate_B,latest_stage,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_5303e1fccdc7,candidate_B,latest_stage,mlp_down_all_blocks_stage15_w8,mlp_down_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_58a05bddec17,candidate_B,latest_stage,output_conditioning_projection_stage15_w4,output_conditioning_projection_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_59152023723c,candidate_B,latest_stage,qkv_all_blocks_stage15_w4,qkv_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_5e743138a0d1,candidate_B,latest_stage,adaln_modulation_projection_all_blocks_stage15_w6,adaln_modulation_projection_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_6c830b5fb730,candidate_B,latest_stage,input_patch_projection_stage15_w6,input_patch_projection_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_705fa28644fa,candidate_B,latest_stage,output_conditioning_projection_stage15_w6,output_conditioning_projection_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_78aa853a8dcb,candidate_B,latest_stage,output_head_projection_stage15_w4,output_head_projection_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_8748e8c257a6,candidate_B,latest_stage,output_head_projection_stage15_w8,output_head_projection_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_8bc97f489508,candidate_B,latest_stage,output_conditioning_projection_stage15_w8,output_conditioning_projection_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_903cdd7eae0a,candidate_B,latest_stage,attention_output_all_blocks_stage15_w8,attention_output_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_9688e435275c,candidate_B,latest_stage,adaln_modulation_projection_all_blocks_stage15_w4,adaln_modulation_projection_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_98d1f6d8741d,candidate_B,latest_stage,adaln_modulation_projection_all_blocks_stage15_w8,adaln_modulation_projection_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_a8226b7ab73c,candidate_B,latest_stage,adaln_conditioning_all_blocks_stage15_w8,adaln_conditioning_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_abefa8b91ecd,candidate_B,latest_stage,mlp_down_all_blocks_stage15_w4,mlp_down_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_c3b87c54a36d,candidate_B,latest_stage,qkv_all_blocks_stage15_w6,qkv_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_d0adb13a6bdf,candidate_B,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,True,-0.60117819968616,-0.04081345525992675,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_d82bcfdaeedc,candidate_B,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,True,-0.04966059569680682,-0.5611031688285005,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_da06c09aa41a,candidate_B,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,True,-0.14709912576722672,-1.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_e3ec35ff3518,candidate_B,latest_stage,input_patch_projection_stage15_w8,input_patch_projection_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_ec9365fcc9ef,candidate_B,latest_stage,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_f52ef9bf6b5e,candidate_B,latest_stage,output_head_projection_stage15_w6,output_head_projection_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,79,primary_f948566cda47,candidate_B,latest_stage,mlp_down_all_blocks_stage15_w6,mlp_down_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_019d7c31a48b,candidate_B,latest_stage,mlp_up_gate_all_blocks_stage15_w8,mlp_up_gate_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_39fca70e9e59,candidate_B,latest_stage,input_patch_projection_stage15_w4,input_patch_projection_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_459b032d584a,candidate_B,latest_stage,qkv_all_blocks_stage15_w8,qkv_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_494f26df6416,candidate_B,latest_stage,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_52112c337d08,candidate_B,latest_stage,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_5303e1fccdc7,candidate_B,latest_stage,mlp_down_all_blocks_stage15_w8,mlp_down_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_58a05bddec17,candidate_B,latest_stage,output_conditioning_projection_stage15_w4,output_conditioning_projection_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_59152023723c,candidate_B,latest_stage,qkv_all_blocks_stage15_w4,qkv_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_5e743138a0d1,candidate_B,latest_stage,adaln_modulation_projection_all_blocks_stage15_w6,adaln_modulation_projection_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_6c830b5fb730,candidate_B,latest_stage,input_patch_projection_stage15_w6,input_patch_projection_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_705fa28644fa,candidate_B,latest_stage,output_conditioning_projection_stage15_w6,output_conditioning_projection_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_78aa853a8dcb,candidate_B,latest_stage,output_head_projection_stage15_w4,output_head_projection_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_8748e8c257a6,candidate_B,latest_stage,output_head_projection_stage15_w8,output_head_projection_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_8bc97f489508,candidate_B,latest_stage,output_conditioning_projection_stage15_w8,output_conditioning_projection_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_903cdd7eae0a,candidate_B,latest_stage,attention_output_all_blocks_stage15_w8,attention_output_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_9688e435275c,candidate_B,latest_stage,adaln_modulation_projection_all_blocks_stage15_w4,adaln_modulation_projection_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_98d1f6d8741d,candidate_B,latest_stage,adaln_modulation_projection_all_blocks_stage15_w8,adaln_modulation_projection_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_a8226b7ab73c,candidate_B,latest_stage,adaln_conditioning_all_blocks_stage15_w8,adaln_conditioning_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_abefa8b91ecd,candidate_B,latest_stage,mlp_down_all_blocks_stage15_w4,mlp_down_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_c3b87c54a36d,candidate_B,latest_stage,qkv_all_blocks_stage15_w6,qkv_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_d0adb13a6bdf,candidate_B,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,True,-0.849609569133964,-1.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_d82bcfdaeedc,candidate_B,latest_stage,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_da06c09aa41a,candidate_B,latest_stage,adaln_conditioning_all_blocks_stage10_w6,adaln_conditioning_all_blocks_stage15_w6,True,-0.03900109882125946,-1.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_e3ec35ff3518,candidate_B,latest_stage,input_patch_projection_stage15_w8,input_patch_projection_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_ec9365fcc9ef,candidate_B,latest_stage,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_f52ef9bf6b5e,candidate_B,latest_stage,output_head_projection_stage15_w6,output_head_projection_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,80,primary_f948566cda47,candidate_B,latest_stage,mlp_down_all_blocks_stage15_w6,mlp_down_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_019d7c31a48b,candidate_B,latest_stage,mlp_up_gate_all_blocks_stage15_w8,mlp_up_gate_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_39fca70e9e59,candidate_B,latest_stage,input_patch_projection_stage15_w4,input_patch_projection_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_459b032d584a,candidate_B,latest_stage,qkv_all_blocks_stage15_w8,qkv_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_494f26df6416,candidate_B,latest_stage,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,True,-0.6258738320557314,-0.41922563086332165,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_52112c337d08,candidate_B,latest_stage,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_5303e1fccdc7,candidate_B,latest_stage,mlp_down_all_blocks_stage15_w8,mlp_down_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_58a05bddec17,candidate_B,latest_stage,output_conditioning_projection_stage15_w4,output_conditioning_projection_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_59152023723c,candidate_B,latest_stage,qkv_all_blocks_stage15_w4,qkv_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_5e743138a0d1,candidate_B,latest_stage,adaln_modulation_projection_all_blocks_stage15_w6,adaln_modulation_projection_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_6c830b5fb730,candidate_B,latest_stage,input_patch_projection_stage15_w6,input_patch_projection_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_705fa28644fa,candidate_B,latest_stage,output_conditioning_projection_stage15_w6,output_conditioning_projection_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_78aa853a8dcb,candidate_B,latest_stage,output_head_projection_stage15_w4,output_head_projection_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_8748e8c257a6,candidate_B,latest_stage,output_head_projection_stage15_w8,output_head_projection_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_8bc97f489508,candidate_B,latest_stage,output_conditioning_projection_stage15_w8,output_conditioning_projection_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_903cdd7eae0a,candidate_B,latest_stage,attention_output_all_blocks_stage15_w8,attention_output_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_9688e435275c,candidate_B,latest_stage,adaln_modulation_projection_all_blocks_stage15_w4,adaln_modulation_projection_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_98d1f6d8741d,candidate_B,latest_stage,adaln_modulation_projection_all_blocks_stage15_w8,adaln_modulation_projection_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_a8226b7ab73c,candidate_B,latest_stage,adaln_conditioning_all_blocks_stage15_w8,adaln_conditioning_all_blocks_stage15_w8,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_abefa8b91ecd,candidate_B,latest_stage,mlp_down_all_blocks_stage15_w4,mlp_down_all_blocks_stage15_w4,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_c3b87c54a36d,candidate_B,latest_stage,qkv_all_blocks_stage15_w6,qkv_all_blocks_stage15_w6,False,0.0,0.0,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_d0adb13a6bdf,candidate_B,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,True,-0.6693487733336951,-0.1832618625546364,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,870,81,primary_d82bcfdaeedc,candidate_B,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,True,0.0215022672291525,0.23747972248728574,retrospective_paired_unit_difference,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
