family,left,right,metric,class_index,difference,estimand,unit,class_id,source_observations_sha256
primary,hybrid,energy,normalized_regret,15,-0.15681214798097098,retrospective_public_scalar_reanalysis,paired_class_mean,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,0,0.2592592592592592,retrospective_public_scalar_reanalysis,paired_class_mean,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,1,0.2222222222222222,retrospective_public_scalar_reanalysis,paired_class_mean,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,2,0.17592592592592593,retrospective_public_scalar_reanalysis,paired_class_mean,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,3,0.2870370370370371,retrospective_public_scalar_reanalysis,paired_class_mean,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,4,0.30555555555555547,retrospective_public_scalar_reanalysis,paired_class_mean,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,5,0.2314814814814815,retrospective_public_scalar_reanalysis,paired_class_mean,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,6,0.30555555555555547,retrospective_public_scalar_reanalysis,paired_class_mean,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,7,0.31481481481481477,retrospective_public_scalar_reanalysis,paired_class_mean,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,8,0.287037037037037,retrospective_public_scalar_reanalysis,paired_class_mean,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,9,0.2777777777777777,retrospective_public_scalar_reanalysis,paired_class_mean,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,10,0.2777777777777777,retrospective_public_scalar_reanalysis,paired_class_mean,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,11,0.34259259259259256,retrospective_public_scalar_reanalysis,paired_class_mean,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,12,0.2777777777777777,retrospective_public_scalar_reanalysis,paired_class_mean,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,13,0.2129629629629629,retrospective_public_scalar_reanalysis,paired_class_mean,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,14,0.2962962962962963,retrospective_public_scalar_reanalysis,paired_class_mean,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,oracle_hit,15,0.3055555555555556,retrospective_public_scalar_reanalysis,paired_class_mean,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,0,-0.005043160331218835,retrospective_public_scalar_reanalysis,paired_class_mean,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,1,-0.01190703333742138,retrospective_public_scalar_reanalysis,paired_class_mean,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,2,0.003806981700153641,retrospective_public_scalar_reanalysis,paired_class_mean,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,3,-0.0035898422834679707,retrospective_public_scalar_reanalysis,paired_class_mean,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,4,-0.011351483259747497,retrospective_public_scalar_reanalysis,paired_class_mean,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,5,-0.0007567332649407281,retrospective_public_scalar_reanalysis,paired_class_mean,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,6,-0.005062210846246908,retrospective_public_scalar_reanalysis,paired_class_mean,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,7,0.0006613624959377062,retrospective_public_scalar_reanalysis,paired_class_mean,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,8,-0.015195429220683683,retrospective_public_scalar_reanalysis,paired_class_mean,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,9,-0.05596089356537727,retrospective_public_scalar_reanalysis,paired_class_mean,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,10,-0.15237761504827924,retrospective_public_scalar_reanalysis,paired_class_mean,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,11,-0.00151761386372265,retrospective_public_scalar_reanalysis,paired_class_mean,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,12,-0.006965637287126326,retrospective_public_scalar_reanalysis,paired_class_mean,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,13,-0.0007877747989651716,retrospective_public_scalar_reanalysis,paired_class_mean,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,14,-0.007596853783340574,retrospective_public_scalar_reanalysis,paired_class_mean,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,absolute_regret,15,-0.11549767350028159,retrospective_public_scalar_reanalysis,paired_class_mean,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,0,-0.0031265754542432675,retrospective_public_scalar_reanalysis,paired_class_mean,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,1,-0.009061751221470432,retrospective_public_scalar_reanalysis,paired_class_mean,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,2,0.007188496358979141,retrospective_public_scalar_reanalysis,paired_class_mean,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,3,0.012653552095598958,retrospective_public_scalar_reanalysis,paired_class_mean,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,4,0.017007853829306106,retrospective_public_scalar_reanalysis,paired_class_mean,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,5,-0.002323915485931298,retrospective_public_scalar_reanalysis,paired_class_mean,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,6,-0.007402760155766842,retrospective_public_scalar_reanalysis,paired_class_mean,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,7,0.0036616018786220644,retrospective_public_scalar_reanalysis,paired_class_mean,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,8,-0.002820729218263318,retrospective_public_scalar_reanalysis,paired_class_mean,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,9,-0.01120043344177946,retrospective_public_scalar_reanalysis,paired_class_mean,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,10,0.006304174696219994,retrospective_public_scalar_reanalysis,paired_class_mean,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,11,-0.015578696536469979,retrospective_public_scalar_reanalysis,paired_class_mean,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,12,-0.010399410849309173,retrospective_public_scalar_reanalysis,paired_class_mean,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,13,-0.012633393058956499,retrospective_public_scalar_reanalysis,paired_class_mean,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,14,-0.011838448148700206,retrospective_public_scalar_reanalysis,paired_class_mean,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,normalized_regret,15,-0.00653675259849195,retrospective_public_scalar_reanalysis,paired_class_mean,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,0,0.0,retrospective_public_scalar_reanalysis,paired_class_mean,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,1,0.0092592592592593,retrospective_public_scalar_reanalysis,paired_class_mean,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,2,-0.02777777777777779,retrospective_public_scalar_reanalysis,paired_class_mean,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,3,-0.027777777777777568,retrospective_public_scalar_reanalysis,paired_class_mean,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,4,-0.01851851851851849,retrospective_public_scalar_reanalysis,paired_class_mean,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,5,0.01851851851851849,retrospective_public_scalar_reanalysis,paired_class_mean,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,6,0.00925925925925919,retrospective_public_scalar_reanalysis,paired_class_mean,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,7,-0.01851851851851849,retrospective_public_scalar_reanalysis,paired_class_mean,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,8,0.03703703703703698,retrospective_public_scalar_reanalysis,paired_class_mean,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,9,0.00925925925925919,retrospective_public_scalar_reanalysis,paired_class_mean,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,10,-0.0092592592592593,retrospective_public_scalar_reanalysis,paired_class_mean,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,11,0.01851851851851849,retrospective_public_scalar_reanalysis,paired_class_mean,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,12,0.01851851851851838,retrospective_public_scalar_reanalysis,paired_class_mean,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,13,0.00925925925925919,retrospective_public_scalar_reanalysis,paired_class_mean,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,14,0.02777777777777779,retrospective_public_scalar_reanalysis,paired_class_mean,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,constant,oracle_hit,15,0.009259259259259411,retrospective_public_scalar_reanalysis,paired_class_mean,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
